,bandgap,theory_data,expt_data,reduced_formula,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,prediction,pred_dist_to_ideal,cost_ratio
342,2.18,0,1,Ag3AsS3,Ag3 As1 S3,16.0,47.0,31.0,31.714285714285715,13.469387755102039,16.0,65.0,88.0,23.0,77.57142857142857,10.775510204081634,65.0,32.065,107.8682,75.8032,70.67445714285716,33.09382040816327,32.065,388.36,1234.93,846.57,851.41,396.9,388.36,11.0,16.0,5.0,13.714285714285715,2.326530612244898,11.0,3.0,5.0,2.0,4.0,0.8571428571428571,3.0,105.0,145.0,40.0,124.14285714285714,17.877551020408163,105.0,1.93,2.58,0.6500000000000001,2.2442857142857138,0.28775510204081634,1.93,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,2.142857142857143,1.836734693877551,0.0,0.0,10.0,10.0,5.7142857142857135,4.8979591836734695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.428571428571429,2.9387755102040813,6.0,0.0,1.0,1.0,0.42857142857142855,0.4897959183673469,0.0,0.0,3.0,3.0,1.2857142857142858,1.1020408163265307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7142857142857142,0.6122448979591837,1.0,16.33,25.786875,9.456875,21.217946428571427,4.189668367346939,16.33,0.0,2.202,2.202,0.9437142857142856,1.0785306122448979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,150.14285714285714,68.6938775510204,70.0,,,10
343,0.0,0,1,Li5Co2Ni3O10,Li5 Co2 Ni3 O10,3.0,28.0,25.0,11.65,7.975,8.0,1.0,87.0,86.0,58.7,28.99,87.0,6.941,58.933195,51.992195,24.4322795,17.17851925,15.9994,54.8,1768.0,1713.2,576.8225,583.5887500000001,54.8,1.0,16.0,15.0,10.65,5.35,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,128.0,62.0,96.2,30.2,66.0,0.98,3.44,2.46,2.4395,1.0005000000000002,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,8.0,8.0,1.9,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,5.65,2.325,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.85,0.425,2.0,9.105,16.5933333333,7.488333333299997,11.273333333325,2.6599999999874995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.244156325,0.3662344875,0.0,12.0,229.0,217.0,116.4,104.4,12.0,,,10
344,0.0,1,0,SrNi5As3,Sr1 Ni5 As3,28.0,38.0,10.0,30.777777777777786,3.0864197530864197,28.0,8.0,84.0,76.0,62.77777777777778,14.148148148148149,61.0,58.6934,87.62,28.92660000000001,67.31686666666666,9.581629629629631,58.6934,1050.0,1728.0,678.0,1440.0,320.0,1728.0,2.0,15.0,13.0,10.777777777777779,2.814814814814815,10.0,4.0,5.0,1.0,4.111111111111111,0.19753086419753046,4.0,119.0,195.0,76.0,130.22222222222223,14.395061728395069,124.0,0.95,2.18,1.2300000000000002,1.893333333333333,0.20962962962962967,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,7.777777777777778,1.7283950617283952,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,10.777777777777779,2.814814814814815,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1111111111111107,0.5925925925925927,2.0,10.32,54.23,43.91,19.15055555555556,9.811728395061726,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953946999999999,0.5953946999999999,0.3307748333333333,0.2940220740740741,0.5953946999999999,166.0,225.0,59.0,205.3333333333333,26.222222222222207,225.0,,,1
345,0.0,0,1,Li2PmAl,Li2 Pm1 Al1,3.0,61.0,58.0,20.0,20.5,3.0,1.0,73.0,72.0,24.0,24.5,1.0,6.941,145.0,138.059,46.46588465,49.267057675,6.941,453.69,1373.0,919.31,803.4625000000003,349.7725,453.69,1.0,13.0,12.0,4.5,4.25,1.0,2.0,6.0,4.0,3.25,1.375,2.0,121.0,199.0,78.0,144.0,27.5,128.0,0.98,1.61,0.6300000000000001,1.18125,0.2143750000000001,0.98,1.0,2.0,1.0,1.5,0.5,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,1.0,7.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.25,3.375,0.0,1.0,9.0,8.0,4.0,3.0,1.0,16.48,33.8425,17.3625,20.87729166665,6.482604166675,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,219.25,12.625,229.0,,,10
346,5.77,0,1,SrO,Sr1 O1,8.0,38.0,30.0,23.0,15.0,8.0,8.0,87.0,79.0,47.5,39.5,8.0,15.9994,87.62,71.62060000000002,51.8097,35.8103,15.9994,54.8,1050.0,995.2,552.4,497.6,54.8,2.0,16.0,14.0,9.0,7.0,2.0,2.0,5.0,3.0,3.5,1.5,2.0,66.0,195.0,129.0,130.5,64.5,66.0,0.95,3.44,2.49,2.195,1.245,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,54.23,45.125,31.6675,22.5625,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,,,10
347,1.65,0,1,GeAs,Ge1 As1,32.0,33.0,1.0,32.5,0.5,32.0,79.0,84.0,5.0,81.5,2.5,79.0,72.64,74.9216,2.2815999999999974,73.7808,1.1407999999999987,72.64,1090.0,1211.4,121.40000000000008,1150.7,60.700000000000045,1090.0,14.0,15.0,1.0,14.5,0.5,14.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.5,0.5,119.0,2.01,2.18,0.17000000000000035,2.095,0.08500000000000019,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,14.5,0.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,22.175,23.005,0.8299999999999983,22.59,0.4149999999999992,22.175,0.0,0.383,0.383,0.1915,0.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.5,29.5,166.0,,,10
348,2.3,0,1,Na2Te,Na2 Te1,11.0,52.0,41.0,24.66666666666667,18.222222222222225,11.0,2.0,90.0,88.0,31.33333333333333,39.111111111111114,2.0,22.98976928,127.6,104.61023072,57.85984618666666,46.49343587555556,22.98976928,370.87,722.66,351.79,488.1333333333334,156.35111111111112,370.87,1.0,16.0,15.0,6.0,6.666666666666668,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,138.0,166.0,28.0,156.66666666666666,12.444444444444445,166.0,0.93,2.1,1.17,1.32,0.52,0.93,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,6.666666666666668,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,29.2433333333,34.7633333333,5.519999999999996,31.0833333333,2.453333333333332,29.2433333333,0.0,0.464,0.464,0.15466666666666667,0.20622222222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,203.3333333333333,34.22222222222222,229.0,,,10
349,0.0,1,0,SnPt3C,Sn1 Pt3 C1,6.0,78.0,72.0,58.0,24.0,78.0,63.0,80.0,17.0,69.2,7.44,63.0,12.0107,195.084,183.0733,143.19454000000005,62.267352,195.084,505.08,3823.0,3317.92,2090.456,693.0176,2041.4,10.0,14.0,4.0,11.6,1.92,10.0,2.0,6.0,4.0,5.0,1.2,6.0,76.0,139.0,63.0,124.6,19.440000000000005,136.0,1.96,2.55,0.5899999999999999,2.2700000000000005,0.12399999999999956,2.28,1.0,2.0,1.0,1.4,0.48,1.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,10.0,10.0,7.4,2.96,9.0,0.0,14.0,14.0,8.4,6.719999999999999,14.0,4.0,24.0,20.0,18.0,7.2,24.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,5.64,33.285,27.645,16.797,6.5952,15.02,0.0,4.496,4.496,0.8992000000000001,1.4387200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,202.0,27.6,225.0,,,1
350,0.0,0,1,AgPdO2,Ag1 Pd1 O2,8.0,47.0,39.0,27.25,19.25,8.0,62.0,87.0,25.0,75.25,11.75,87.0,15.9994,107.8682,91.8688,61.57175,45.57235,15.9994,54.8,1828.05,1773.25,793.145,738.345,54.8,10.0,16.0,6.0,13.25,2.75,16.0,2.0,5.0,3.0,3.5,1.5,2.0,66.0,145.0,79.0,104.0,38.0,66.0,1.93,3.44,1.51,2.7525,0.6875,3.44,0.0,2.0,2.0,1.25,0.75,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,8.25,2.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,9.105,16.33,7.224999999999998,12.2375,3.1324999999999994,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,,,10
351,0.0,0,1,MnSnRu2,Mn1 Sn1 Ru2,25.0,50.0,25.0,40.75,7.875,44.0,52.0,80.0,28.0,61.0,9.5,56.0,54.938045,118.71,63.77195499999999,93.94701125,19.504483125,101.07,505.08,2607.0,2101.92,1809.52,797.48,2607.0,7.0,14.0,7.0,9.25,2.375,8.0,4.0,5.0,1.0,4.75,0.375,5.0,139.0,146.0,7.0,142.5,3.5,146.0,1.55,2.2,0.6500000000000001,1.9775,0.2225000000000001,2.2,1.0,2.0,1.0,1.5,0.5,1.0,0.0,2.0,2.0,0.5,0.75,0.0,5.0,10.0,5.0,7.25,1.375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,7.0,9.25,2.375,8.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,5.0,5.0,2.75,1.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.25,0.375,4.0,10.487586206900001,33.285,22.7974137931,17.698146551725,7.7934267241374995,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,7.753017241375e-05,0.000116295258620625,0.0,141.0,217.0,76.0,186.5,22.75,194.0,,,10
352,0.6,0,1,ZrC,Zr1 C1,6.0,40.0,34.0,23.0,17.0,6.0,44.0,77.0,33.0,60.5,16.5,44.0,12.0107,91.224,79.2133,51.61735,39.60665,12.0107,2128.0,3823.0,1695.0,2975.5,847.5,2128.0,4.0,14.0,10.0,9.0,5.0,4.0,2.0,5.0,3.0,3.5,1.5,2.0,76.0,175.0,99.0,125.5,49.5,76.0,1.33,2.55,1.2199999999999998,1.94,0.6099999999999999,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,2.0,4.0,5.64,23.195,17.555,14.4175,8.7775,5.64,0.0,4.496,4.496,2.248,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,,,10
353,0.7066999999999997,1,0,FeAsS,Fe1 As1 S1,16.0,33.0,17.0,25.0,6.0,16.0,55.0,88.0,33.0,75.66666666666667,13.777777777777775,55.0,32.065,74.9216,42.8566,54.27719999999999,14.808133333333334,32.065,388.36,1811.0,1422.64,1096.4533333333334,476.36444444444436,388.36,8.0,16.0,8.0,13.0,3.333333333333333,8.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,105.0,132.0,27.0,118.66666666666669,9.111111111111107,105.0,1.83,2.58,0.75,2.1966666666666668,0.25555555555555554,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,0.0,10.0,10.0,5.333333333333333,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.666666666666666,3.5555555555555562,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,2.0,10.73,25.786875,15.056874999999998,19.56395833333333,5.889305555555558,10.73,0.0,2.202,2.202,0.7340000000000001,0.9786666666666668,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,70.0,229.0,159.0,155.0,56.66666666666666,70.0,,,1
354,4.76,0,1,SrS,Sr1 S1,16.0,38.0,22.0,27.0,11.0,16.0,8.0,88.0,80.0,48.0,40.0,8.0,32.065,87.62,55.55500000000001,59.8425,27.777500000000003,32.065,388.36,1050.0,661.64,719.1800000000003,330.82,388.36,2.0,16.0,14.0,9.0,7.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,195.0,90.0,150.0,45.0,105.0,0.95,2.58,1.63,1.765,0.8150000000000001,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.786875,54.23,28.443125,40.0084375,14.2215625,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0,,,10
355,0.1,0,1,HgSe,Hg1 Se1,34.0,80.0,46.0,57.0,23.0,34.0,71.0,89.0,18.0,80.0,9.0,71.0,78.96,200.59,121.63,139.775,60.81500000000001,78.96,234.32,494.0,259.68,364.16,129.84,234.32,12.0,16.0,4.0,14.0,2.0,12.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,132.0,12.0,126.0,6.0,120.0,2.0,2.55,0.5499999999999998,2.275,0.2749999999999999,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,26.0,10.0,21.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.2375862069,25.92,0.6824137931000003,25.578793103450003,0.3412068965500001,25.2375862069,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,90.0,76.0,14.0,,,10
356,0.0,0,1,CaZn3Ni2,Ca1 Zn3 Ni2,20.0,30.0,10.0,27.66666666666667,2.555555555555556,30.0,7.0,69.0,62.0,56.0,16.333333333333332,69.0,40.078,65.38,25.30199999999999,58.93413333333333,6.445866666666665,65.38,692.68,1728.0,1035.3200000000004,1108.1733333333334,415.4933333333333,692.68,2.0,12.0,10.0,9.666666666666666,2.555555555555556,12.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,176.0,54.0,131.66666666666666,14.777777777777775,122.0,1.0,1.91,0.91,1.6283333333333332,0.2094444444444445,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.666666666666668,2.5555555555555562,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,9.666666666666666,2.555555555555556,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888891,0.0,10.32,37.77,27.45000000000001,16.715,7.0183333333333335,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953946999999999,0.5953946999999999,0.19846490000000008,0.26461986666666665,0.0,194.0,225.0,31.0,209.5,15.5,194.0,,,10
357,0.0,0,1,NaC,Na1 C1,6.0,11.0,5.0,8.5,2.5,6.0,2.0,77.0,75.0,39.5,37.5,2.0,12.0107,22.98976928,10.97906928,17.500234640000002,5.4895346400000005,12.0107,370.87,3823.0,3452.13,2096.935,1726.065,370.87,1.0,14.0,13.0,7.5,6.5,1.0,2.0,3.0,1.0,2.5,0.5,2.0,76.0,166.0,90.0,121.0,45.0,76.0,0.93,2.55,1.6199999999999997,1.74,0.8099999999999998,0.93,1.0,2.0,1.0,1.5,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5,1.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5,1.5,1.0,5.64,29.2433333333,23.6033333333,17.44166666665,11.80166666665,5.64,0.0,4.496,4.496,2.248,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0,,,10
358,2.3736999999999995,1,0,Ba3Tb2(PS4)4,Ba3 Tb2 P4 S16,15.0,65.0,50.0,24.56,14.015999999999998,16.0,9.0,88.0,79.0,73.0,22.4,88.0,30.973762,158.92535,127.95158800000002,54.67066992,36.51826803200001,32.065,317.3,1629.0,1311.7,549.6383999999998,280.78463999999997,388.36,2.0,16.0,14.0,13.12,4.288,16.0,3.0,6.0,3.0,3.6,0.96,3.0,105.0,215.0,110.0,125.64,32.38399999999999,105.0,0.89,2.58,1.69,2.2052,0.479744,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.04,1.2288,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.72,1.3248,0.0,2.0,11.0,9.0,5.76,1.1456,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.76,0.7040000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4,0.736,0.0,0.0,5.0,5.0,2.16,0.7232000000000001,2.0,22.5702380952,63.59,41.019761904800006,30.284571428568,8.225638095244799,25.786875,0.0,2.202,2.202,1.6692799999999999,0.6818816,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,88.12,50.75200000000001,70.0,,,1
359,0.0,0,1,Zr6Sb2Pt,Zr6 Sb2 Pt1,40.0,78.0,38.0,46.66666666666666,8.888888888888891,40.0,44.0,85.0,41.0,55.22222222222222,14.962962962962965,44.0,91.224,195.084,103.86,109.5497777777778,24.43437037037037,91.224,903.78,2128.0,1224.22,1846.3288888888887,418.91061728395067,2128.0,4.0,15.0,11.0,7.1111111111111125,4.148148148148148,4.0,5.0,6.0,1.0,5.111111111111111,0.19753086419753046,5.0,136.0,175.0,39.0,162.66666666666666,16.444444444444443,175.0,1.33,2.28,0.9499999999999996,1.5955555555555554,0.35407407407407393,1.33,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,3.0,3.0,0.6666666666666666,1.0370370370370372,0.0,2.0,10.0,8.0,4.5555555555555545,3.4074074074074066,2.0,0.0,14.0,14.0,1.5555555555555556,2.7654320987654315,0.0,4.0,24.0,20.0,8.666666666666666,6.222222222222222,4.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,3.0,3.0,0.6666666666666666,1.0370370370370372,0.0,0.0,8.0,8.0,5.4444444444444455,3.4074074074074066,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,6.222222222222222,2.3703703703703702,8.0,15.02,31.56,16.54,24.145555555555557,3.295308641975311,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,191.22222222222226,11.209876543209873,194.0,,,10
